Title,Authors,Year,Published in,Keywords,Keywords,# of PwP,Experiment Environment,Application,Aspects,Device,AdditonalDevices,Sensors/Actuators,SamplingFrequency,Identifier,Document Type,
Dynamical Learning and Tracking of Tremor and Dyskinesia From Wearable Sensors,B. T. Cole; S. H. Roy; C. J. De Luca; S. H. Nawab,2014,IEEE Transactions on Neural Systems and Rehabilitation Engineering,Accelerometer signals;dynamical machine learning;electromyographic (EMG) signals;Parkinson's disease (PD);tremor and dyskinesia,Accelerometer signals;dynamical machine learning;electromyographic (EMG) signals;Parkinson's disease (PD);tremor and dyskinesia,,,Prognosis/Monitoring Disease Progression,"Tremor,Bradykinesia and Dyskinesia",Wearable,Wearable,"Accelerometer,EMG",1000,tnsre.2014.2310904,IEEE Journals & Magazines,
Automatic assessment of Parkinson's Disease from natural hands movements using 3D depth sensor,B. Dror; E. Yanai; A. Frid; N. Peleg; N. Goldenthal; I. Schlesinger; H. Hel-Or; S. Raz,2014,2014 IEEE 28th Convention of Electrical & Electronics Engineers in Israel (IEEEI),Machine Learning;Support Vector Machine (SVM) classification;Parkinson's Disease;UPDRS,Machine Learning;Support Vector Machine (SVM) classification;Parkinson's Disease;UPDRS,,,Prognosis/Monitoring Disease Progression,"Tremor,Limb movements",Motion Tracker,,Motion capture,,eeei.2014.7005763,IEEE Conferences,
Surface EMG activity during REM sleep in Parkinson's disease correlates with disease severity,"Chahine, Lama M.; Kauta, Shilpa R.; Daley, Joseph T.; Cantor, Charles R.; Dahodwala, Nabila",2014,Parkinsonism & Related Disorders,"Parkinson's disease, REM sleep behavior disorder, REM sleep without atonia, Surface EMG activity","Parkinson's disease, REM sleep behavior disorder, REM sleep without atonia, Surface EMG activity",,,Prognosis/Monitoring Disease Progression,"Sleep topics,EMG abnormalities",BioPotential,,"EMG,PSG",,j.parkreldis.2014.04.011,Research Article,
Self M2M based wearable watch platform for collecting personal activity in real-time,Ki Eun Seong; Kyung Chun Lee; S. J. Kang,2014,2014 International Conference on Big Data and Smart Computing (BIGCOMP),wearable device;smart watch;watch platform;M2M;personal activity recording;activity tracking,wearable device;smart watch;watch platform;M2M;personal activity recording;activity tracking,uk,uk,Prognosis/Monitoring Disease Progression,Activities of Daily Living,Wearable,,,uk,bigcomp.2014.6741454,IEEE Conferences,
Smartphone based continuous monitoring system for home-bound elders and patients,R. K. Megalingam; G. Pocklassery; V. Jayakrishnan; G. Mourya; A. A. Thulasi,2014,2014 International Conference on Communication and Signal Processing,Bluetooth;Electrocardiography;Photoplethysmography;Physiological parameters,Bluetooth;Electrocardiography;Photoplethysmography;Physiological parameters,HC,Laboratory,Prognosis/Monitoring Disease Progression,Activities of Daily Living,Wearable,,"Heart-Rate,Temperature,ECG,RIP,Accelerometer",uk,iccsp.2014.6950039,IEEE Conferences,
Daily electromyography in females with Parkinson's disease: A potential indicator of frailty,"Roland, Kaitlyn P.; Jones, Gareth R.; Jakobi, Jennifer M.",2014,Archives of Gerontology and Geriatrics,"Frailty phenotype, Burst characteristic, Gap characteristic, EMG abnormalities, Muscle quiescence","Frailty phenotype, Burst characteristic, Gap characteristic, EMG abnormalities, Muscle quiescence",,,Prognosis/Monitoring Disease Progression,EMG abnormalities,BioPotential,,EMG,,j.archger.2013.08.008,Research Article,
Accuracy of the Microsoft Kinect sensor for measuring movement in people with Parkinson's disease,"Galna, Brook; Barry, Gillian; Jackson, Dan; Mhiripiri, Dadirayi; Olivier, Patrick; Rochester, Lynn",2014,Gait & Posture,"Parkinson's disease, Microsoft Kinect, Validity, Accuracy","Parkinson's disease, Microsoft Kinect, Validity, Accuracy",,,Prognosis/Monitoring Disease Progression,Bradykinesia and Dyskinesia,Motion Tracker,,Motion capture,,j.gaitpost.2014.01.008,Research Article,
A retrospective study of the clinical and electrophysiological characteristics of 32 patients with orthostatic myoclonus,"van Gerpen, J. A.",2014,Parkinsonism & Related Disorders,"Orthostatic myoclonus, Orthostatic tremor, Freezing of gait, Parkinson disease, Higher-level gait disorder, Electromyography","Orthostatic myoclonus, Orthostatic tremor, Freezing of gait, Parkinson disease, Higher-level gait disorder, Electromyography",,,Prognosis/Monitoring Disease Progression,Bradykinesia and Dyskinesia,BioPotential,,EMG,,j.parkreldis.2014.05.006,Research Article,
Receiver performance evaluation on IEEE 802.15.6 based WBAN for monitoring Parkinson's disease,M. SÃƒÂ¤restÃƒÂ¶niemi; V. NiemelÃƒÂ¤; M. HÃƒÂ¤mÃƒÂ¤lÃƒÂ¤inen; J. Iinatti; N. KerÃƒÂ¤nen; T. JÃƒÂ¤msÃƒÂ¤; J. Partala; T. SeppÃƒÂ¤nen; J. Reponen,2014,2014 8th International Symposium on Medical Information and Communication Technology (ISMICT),health monitoring;performance evaluation;ultra wideband;wireless body area networks,health monitoring;performance evaluation;ultra wideband;wireless body area networks,,,Prognosis/Monitoring Disease Progression,Bradykinesia and Dyskinesia,Wearable,,"Accelerometer,WSN",uk,ismict.2014.6825220,IEEE Conferences,
Telemonitoring of Patients With Parkinson's Disease Using Inertia Sensors,"Piro, N.E.; Baumann, L.; Tengler, M.; Piro, L.; Blechschmidt-Trapp, R.",2014,Applied Clinical Informatics,"Parkinson's disease,telehealth,medical informatics,acceleration,rotation","Parkinson's disease,telehealth,medical informatics,acceleration,rotation",,,Prognosis/Monitoring Disease Progression,Limb movements,Wearable,Wearable,"Accelerometer,Gyroscope",200,aci-2014-04-ra-0046,research-article,
Linking UPDRS Scores and Kinematic Variables in the Leg Agility Task of Parkinsonians,M. Giuberti; G. Ferrari; L. Contin; V. Cimolin; C. Azzaro; G. Albani; A. Mauro,2014,2014 11th International Conference on Wearable and Implantable Body Sensor Networks,Leg Agility;UPDRS scores;Parkinson's Disease;inertial sensors,Leg Agility;UPDRS scores;Parkinson's Disease;inertial sensors,,,Prognosis/Monitoring Disease Progression,Limb movements,Wearable,,"Accelerometer,Gyroscope,Magnetometer",102.4,bsn.2014.18,IEEE Conferences,
Applications of the PowerGlove for Measurement of Finger Kinematics,J. v. d. Noort; K. v. Dijk; H. Kortier; N. v. Beek; R. Verhagen; L. Bour; P. Veltink,2014,2014 11th International Conference on Wearable and Implantable Body Sensor Networks Workshops,finger kinematics;inertial movement sensing;instrumented glove;healthy aging;Parkinson's disease,finger kinematics;inertial movement sensing;instrumented glove;healthy aging;Parkinson's disease,,,Prognosis/Monitoring Disease Progression,Limb movements,Wearable,,"Gyroscope,Accelerometer",100,bsn.workshops.2014.19,IEEE Conferences,
"A Comprehensive Assessment of Gait Accelerometry Signals in Time, Frequency and Time-Frequency Domains",E. SejdiÃ„â€¡; K. A. Lowry; J. Bellanca; M. S. Redfern; J. S. Brach,2014,IEEE Transactions on Neural Systems and Rehabilitation Engineering,Frequency domain;gait accelerometry;healthy older adults;Parkinson's disease;peripheral neuropathy;signal features;time domain;time-frequency domain,Frequency domain;gait accelerometry;healthy older adults;Parkinson's disease;peripheral neuropathy;signal features;time domain;time-frequency domain,,,Prognosis/Monitoring Disease Progression,Gait,Wearable,,Accelerometer,100,tnsre.2013.2265887,IEEE Journals & Magazines,
Accelerometry-Based Gait Analysis and Its Application to Parkinson's Disease Assessment-- Part 1: Detection of Stride Event,M. Yoneyama; Y. Kurihara; K. Watanabe; H. Mitoma,2014,IEEE Transactions on Neural Systems and Rehabilitation Engineering,Accelerometers;biomedical signal processing;gait analysis;Parkinson's disease (PD),Accelerometers;biomedical signal processing;gait analysis;Parkinson's disease (PD),,,Prognosis/Monitoring Disease Progression,Gait,Wearable,,Accelerometer,100,tnsre.2013.2260561,IEEE Journals & Magazines,
Accurate and Reliable Gait Cycle Detection in Parkinson's Disease,S. R. Hundza; W. R. Hook; C. R. Harris; S. V. Mahajan; P. A. Leslie; C. A. Spani; L. G. Spalteholz; B. J. Birch; D. T. Commandeur; N. J. Livingston,2014,IEEE Transactions on Neural Systems and Rehabilitation Engineering,Angular rate reversal;continuous walking gait analysis;gyroscope;medical instrumentation;Parkinsons;stride event detection;stride time validation;stride time variability,Angular rate reversal;continuous walking gait analysis;gyroscope;medical instrumentation;Parkinsons;stride event detection;stride time validation;stride time variability,,,Prognosis/Monitoring Disease Progression,Gait,Wearable,"Force/Pressure,Video Recording","Gyroscope,Pressure,Video camera",40,tnsre.2013.2282080,IEEE Journals & Magazines,
"PERFORM: A System for Monitoring, Assessment and Management of Patients with Parkinson's Disease","Tzallas, Alexandros T.; Tsipouras, Markos G.; Rigas, Georgios; Tsalikakis, Dimitrios G.; Karvounis, Evaggelos C.; Chondrogiorgi, Maria; Psomadellis, Fotis; Cancela, Jorge; Pastorino, Matteo; Waldmeyer, MarÃ­a Teresa Arredondo; Konitsiotis, Spiros; Fotiadis, Dimitrios I.",2014,"Sensors (Basel, Switzerland)","Parkinson's disease (PD),motor symptoms,remote monitoring,wearable devices","Parkinson's disease (PD),motor symptoms,remote monitoring,wearable devices",,,Prognosis/Monitoring Disease Progression,"Freezing of gait,Tremor,Bradykinesia and Dyskinesia",Wearable,,"Accelerometer,Gyroscope",uk,s141121329,research-article,
Wearability Assessment of a Wearable System for Parkinson's Disease Remote Monitoring Based on a Body Area Network of Sensors,"Cancela, Jorge; Pastorino, Matteo; Tzallas, Alexandros; Tsipouras, Markos; Rigas, Giorgios; Arredondo, Maria; Fotiadis, Dimitrios",2014,Sensors,": compliance, Parkinson's disease, Body Area Network (BAN), remote monitoring, motor assessment",": compliance, Parkinson's disease, Body Area Network (BAN), remote monitoring, motor assessment",,,Prognosis/Monitoring Disease Progression,"Freezing of gait,Tremor,Bradykinesia and Dyskinesia",Wearable,Wearable,"Accelerometer,Gyroscope",62.5,s140917235,Article,
Sensoring and features extraction for the detection of Freeze of Gait in Parkinson disease,A. Saad; F. Guerin; I. Zaarour; M. Ayache; D. Lefebvre,2014,"2014 IEEE 11th International Multi-Conference on Systems, Signals & Devices (SSD14)",Accelerometer;Freezing of gait;goniometer;parkinson disease;telemeter,Accelerometer;Freezing of gait;goniometer;parkinson disease;telemeter,,,Prognosis/Monitoring Disease Progression,Freezing of gait,Wearable,,"Accelerometer,Telemeter,Goniometer",100,ssd.2014.6808786,IEEE Conferences,
A real-time detection algorithm for Freezing of gait in Parkinson's disease,Y. Chang; J. Ding; H. Hu; W. Yang; K. Lin; P. Wu,2014,2014 IEEE International Symposium on Circuits and Systems (ISCAS),3-D accelerometer signal analysis;Freezing of gait;time-frequency analysis;generalized spectrogram with asymmetric windows;real-time algorithm,3-D accelerometer signal analysis;Freezing of gait;time-frequency analysis;generalized spectrogram with asymmetric windows;real-time algorithm,,,Prognosis/Monitoring Disease Progression,Freezing of gait,Wearable,,Accelerometer,uk,iscas.2014.6865384,IEEE Conferences,
Automatic Identification and Classification of Freezing of gait Episodes in Parkinson's Disease Patients,M. D. DjuriÃ„â€¡-JoviÃ„ÂiÃ„â€¡; N. S. JoviÃ„ÂiÃ„â€¡; S. M. RadovanoviÃ„â€¡; I. D. StankoviÃ„â€¡; M. B. PopoviÃ„â€¡; V. S. KostiÃ„â€¡,2014,IEEE Transactions on Neural Systems and Rehabilitation Engineering,Freezing of gait (FOG);gait analysis;gait disturbances;inertial sensors;Parkinson's disease (PD),Freezing of gait (FOG);gait analysis;gait disturbances;inertial sensors;Parkinson's disease (PD),,,Prognosis/Monitoring Disease Progression,Freezing of gait,Wearable,,"Accelerometer,Gyroscope",100,tnsre.2013.2287241,IEEE Journals & Magazines,
Slowing of EEG Background Activity in Parkinson's and Alzheimer's Disease with Early Cognitive Dysfunction,"Benz, Nina; Hatz, Florian; Bousleiman, Habib; Ehrensperger, Michael M.; Gschwandtner, Ute; Hardmeier, Martin; Ruegg, Stephan; Schindler, Christian; Zimmermann, Ronan; Monsch, Andreas Urs; Fuhr, Peter",2014,Frontiers in Aging Neuroscience,"Parkinson's disease,Alzheimer's disease,mild cognitive impairment,dementia,quantitative electroencephalography,neuropsychology","Parkinson's disease,Alzheimer's disease,mild cognitive impairment,dementia,quantitative electroencephalography,neuropsychology",,,Prognosis/Monitoring Disease Progression,Cognitive activity,BioPotential,,EEG,,fnagi.2014.00314,research-article,
Quantitative Assessment of Parkinsonian Tremor Based on an Inertial Measurement Unit,"Dai, Houde; Zhang, Pengyue; Lueth, Tim",2015,Sensors,"Inertial measurement unit, wearable system, tremor quantification, Parkinson's disease, technical validation","Inertial measurement unit, wearable system, tremor quantification, Parkinson's disease, technical validation",,,Prognosis/Monitoring Disease Progression,"Tremor,Bradykinesia and Dyskinesia",Wearable,Motion Tracker,"Accelerometer,Gyroscope,Motion capture",100,s151025055,Article,
The implementation of a mobile Parkinson's tremor monitoring tool with variation analysis,Jianfeng Zhou; Honghua Zhang; Xiaodong Yang; Wen-Yen Lin; Wen-Cheng Chou,2015,2015 IEEE International Conference on Communication Problem-Solving (ICCP),accelerometer;Parkinson's tremor;real-time;mobile application;variation analysis,accelerometer;Parkinson's tremor;real-time;mobile application;variation analysis,,,Prognosis/Monitoring Disease Progression,Tremor,Wearable,Smartphone,Accelerometer,50,iccps.2015.7454094,IEEE Conferences,
A Smartphone-Based Tool for Assessing Parkinsonian Hand Tremor,N. Kostikis; D. Hristu-Varsakelis; M. Arnaoutoglou; C. Kotsavasiloglou,2015,IEEE Journal of Biomedical and Health Informatics,Accelerometer;Bootstrap Aggregation Decision Tree;Gyroscope;Machine Learning;Parkinson's Disease;Smartphone;Tremor Quantification;Accelerometer;bootstrap aggregation decision tree;gyroscope;machine learning;Parkinson's disease;smartphone;tremor quantification,Accelerometer;Bootstrap Aggregation Decision Tree;Gyroscope;Machine Learning;Parkinson's Disease;Smartphone;Tremor Quantification;Accelerometer;bootstrap aggregation decision tree;gyroscope;machine learning;Parkinson's disease;smartphone;tremor quantification,,,Prognosis/Monitoring Disease Progression,Tremor,Smartphone,,"Accelerometer,Gyroscope",,jbhi.2015.2471093,IEEE Journals & Magazines,
Selection of entropy based features for the analysis of the Archimedes' spiral applied to essential tremor,K. LÃƒÂ³pez de IpiÃƒÂ±a; M. Iturrate; P. M. Calvo; B. Beitia; J. Garcia-Melero; A. Bergareche; P. De la Riva; J. F. Marti-Masso; M. Faundez-Zanuy; E. Sesa-Nogueras; J. Roure; J. SolÃƒÂ©-Casals,2015,2015 4th International Work Conference on Bioinspired Intelligence (IWOBI),Permutation entropy;Essential tremor;Automatic drawing analysis;Archimedes' spiral;Non-linear features;automatic selection of features,Permutation entropy;Essential tremor;Automatic drawing analysis;Archimedes' spiral;Non-linear features;automatic selection of features,Other patients,Laboratory,Prognosis/Monitoring Disease Progression,Tremor,Other,,Touchscreen,,iwobi.2015.7160160,IEEE Conferences,
REM Sleep Behavioral Events and Dreaming,"Muntean, Maria-Lucia; Trenkwalder, Claudia; Walters, Arthur S.; Mollenhauer, Brit; Sixel-DÃƒÂ¶ring, Friederike",2015,Journal of Clinical Sleep Medicine : JCSM : Official Publication of the American Academy of Sleep Medicine,"REM behavioral events (RBE),REM sleep behavior disorder (RBD),REM sleep without atonia (RWA),dream recall,Parkinson disease","REM behavioral events (RBE),REM sleep behavior disorder (RBD),REM sleep without atonia (RWA),dream recall,Parkinson disease",,,Prognosis/Monitoring Disease Progression,Sleep topics,Video Recording,BioPotential,"EMG,Video camera",,jcsm.4698,research-article,
